phenomenon	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_wo	anc_wo_choice	anc_iv_order	anc_tv_order	n_pairs	accuracy_strict	mean_delta_good_minus_bad	bad_parse	bad_skip	bad_parse_rate	accuracy_when_bad_parse	accuracy_when_bad_skip
5_1_anc_ext_S_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	100	0.670000	0.362218	0	100	0.000000		0.670000
5_1_anc_ext_S_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	100	0.840000	0.493167	0	100	0.000000		0.840000
5_1_anc_ext_S_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	100	0.890000	0.702331	0	100	0.000000		0.890000
5_1_anc_ext_S_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	svo	SV	AVP	100	0.590000	0.081324	0	100	0.000000		0.590000
5_1_anc_ext_S_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	100	0.700000	0.291836	0	100	0.000000		0.700000
5_1_anc_ext_S_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	100	0.820000	0.506477	0	100	0.000000		0.820000
5_1_anc_ext_S_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	100	0.670000	0.330254	0	100	0.000000		0.670000
5_1_anc_ext_S_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	svo	SV	AVP	100	0.750000	0.271998	17	83	0.170000	0.176471	0.867470
5_1_anc_ext_S_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	100	0.720000	0.206065	17	83	0.170000	0.058824	0.855422
5_1_anc_ext_S_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	100	0.690000	0.079015	0	100	0.000000		0.690000
5_1_anc_ext_S_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	100	0.650000	0.217038	0	100	0.000000		0.650000
5_1_anc_ext_S_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	svo	SV	AVP	100	0.530000	0.103641	17	83	0.170000	0.411765	0.554217
5_1_anc_ext_S_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	100	0.660000	0.113847	17	83	0.170000	0.058824	0.783133
5_1_anc_ext_S_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	100	0.690000	0.157934	0	100	0.000000		0.690000
5_1_anc_ext_S_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	100	0.530000	0.114474	0	100	0.000000		0.530000
5_1_anc_ext_S_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	svo	SV	AVP	100	0.680000	0.277556	26	74	0.260000	0.384615	0.783784
5_1_anc_ext_S_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	100	0.890000	0.462559	0	100	0.000000		0.890000
5_1_anc_ext_S_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	100	0.990000	0.727290	0	100	0.000000		0.990000
5_1_anc_ext_S_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	100	1.000000	0.937072	0	100	0.000000		1.000000
5_1_anc_ext_S_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	svo	SV	AVP	100	0.660000	0.221472	26	74	0.260000	0.346154	0.770270
5_1_anc_ext_S_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	vos	VS	VPA	100	0.930000	0.481176	0	100	0.000000		0.930000
5_1_anc_ext_S_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	vos	VS	VPA	100	1.000000	0.825606	0	100	0.000000		1.000000
5_1_anc_ext_S_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	vos	VS	VPA	100	0.970000	0.554348	0	100	0.000000		0.970000
5_1_anc_ext_S_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	svo	SV	AVP	100	0.650000	0.252025	15	85	0.150000	0.133333	0.741176
5_1_anc_ext_S_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	vos	VS	VPA	100	0.660000	0.136221	0	100	0.000000		0.660000
5_1_anc_ext_S_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	vos	VS	VPA	100	0.700000	0.089661	0	100	0.000000		0.700000
5_1_anc_ext_S_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	vos	VS	VPA	100	0.740000	0.248793	0	100	0.000000		0.740000
5_1_anc_ext_S_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	svo	SV	AVP	100	0.630000	0.160415	15	85	0.150000	0.400000	0.670588
5_1_anc_ext_S_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	vos	VS	VPA	100	0.610000	0.058528	0	100	0.000000		0.610000
5_1_anc_ext_S_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	vos	VS	VPA	100	0.540000	-0.017816	0	100	0.000000		0.540000
5_1_anc_ext_S_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	vos	VS	VPA	100	0.580000	0.019030	0	100	0.000000		0.580000
5_1_anc_ext_S_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	vos	VS	VPA	100	0.260000	-0.443757	55	45	0.550000	0.018182	0.555556
5_1_anc_ext_S_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	100	0.530000	0.098950	0	100	0.000000		0.530000
5_1_anc_ext_S_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	100	0.790000	0.392189	0	100	0.000000		0.790000
5_1_anc_ext_S_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	100	0.660000	0.208304	0	100	0.000000		0.660000
5_1_anc_ext_S_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	vos	VS	VPA	100	0.450000	-0.034170	55	45	0.550000	0.254545	0.688889
5_1_anc_ext_S_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	100	0.680000	0.341440	0	100	0.000000		0.680000
5_1_anc_ext_S_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	100	0.800000	0.562461	0	100	0.000000		0.800000
5_1_anc_ext_S_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	100	0.730000	0.491273	0	100	0.000000		0.730000
5_1_anc_ext_S_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	vos	VS	VPA	100	0.620000	0.230075	32	68	0.320000	0.437500	0.705882
5_1_anc_ext_S_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	100	0.550000	0.255077	17	83	0.170000	0.176471	0.626506
5_1_anc_ext_S_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	100	0.840000	0.446512	0	100	0.000000		0.840000
5_1_anc_ext_S_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	100	0.620000	0.287769	0	100	0.000000		0.620000
5_1_anc_ext_S_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	vos	VS	VPA	100	0.540000	0.253598	32	68	0.320000	0.531250	0.544118
5_1_anc_ext_S_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	100	0.430000	0.164214	17	83	0.170000	0.176471	0.481928
5_1_anc_ext_S_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	100	0.640000	0.382086	0	100	0.000000		0.640000
5_1_anc_ext_S_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	100	0.660000	0.337535	0	100	0.000000		0.660000
5_1_anc_ext_S_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	vos	VS	VPA	100	0.430000	-0.396898	29	71	0.290000	0.000000	0.605634
5_1_anc_ext_S_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	100	0.430000	-0.218854	0	100	0.000000		0.430000
5_1_anc_ext_S_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	100	0.320000	-0.349696	0	100	0.000000		0.320000
5_1_anc_ext_S_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	100	0.530000	-0.140037	0	100	0.000000		0.530000
5_1_anc_ext_S_marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	vos	VS	VPA	100	0.530000	-0.075608	29	71	0.290000	0.000000	0.746479
5_1_anc_ext_S_marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	vos	VS	VPA	100	0.610000	0.115795	0	100	0.000000		0.610000
5_1_anc_ext_S_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	vos	VS	VPA	100	0.420000	-0.090738	0	100	0.000000		0.420000
5_1_anc_ext_S_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	vos	VS	VPA	100	0.490000	-0.085016	0	100	0.000000		0.490000
5_1_anc_ext_S_marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	vos	VS	VPA	100	0.770000	0.604672	0	100	0.000000		0.770000
5_1_anc_ext_S_marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	vos	VS	VPA	100	0.880000	0.492398	0	100	0.000000		0.880000
5_1_anc_ext_S_marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	vos	VS	VPA	100	0.850000	0.385950	0	100	0.000000		0.850000
5_1_anc_ext_S_marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	vos	VS	VPA	100	0.860000	0.459394	0	100	0.000000		0.860000
5_1_anc_ext_S_marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	vos	VS	VPA	100	0.780000	0.577994	0	100	0.000000		0.780000
5_1_anc_ext_S_marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	vos	VS	VPA	100	0.640000	0.325213	0	100	0.000000		0.640000
5_1_anc_ext_S_marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	vos	VS	VPA	100	0.730000	0.298089	0	100	0.000000		0.730000
5_1_anc_ext_S_marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	vos	VS	VPA	100	0.780000	0.499311	0	100	0.000000		0.780000
5_2_anc_ext_A_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	sov	SV	APV	100	0.350000	-0.067013	24	76	0.240000	0.000000	0.460526
5_2_anc_ext_A_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	sov	SV	APV	100	0.440000	-0.062378	0	100	0.000000		0.440000
5_2_anc_ext_A_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	sov	SV	APV	100	0.570000	0.164501	0	100	0.000000		0.570000
5_2_anc_ext_A_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	sov	SV	APV	100	0.530000	0.105755	0	100	0.000000		0.530000
5_2_anc_ext_A_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov	sov	SV	APV	100	0.410000	-0.044064	24	76	0.240000	0.083333	0.513158
5_2_anc_ext_A_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov	sov	SV	APV	100	0.580000	0.116329	0	100	0.000000		0.580000
5_2_anc_ext_A_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov	sov	SV	APV	100	0.470000	0.047988	0	100	0.000000		0.470000
5_2_anc_ext_A_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov	sov	SV	APV	100	0.650000	0.226259	0	100	0.000000		0.650000
5_2_anc_ext_A_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov	sov	SV	APV	100	0.980000	1.244467	50	50	0.500000	0.960000	1.000000
5_2_anc_ext_A_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov	sov	SV	APV	100	1.000000	1.303048	50	50	0.500000	1.000000	1.000000
5_2_anc_ext_A_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov	sov	SV	APV	100	1.000000	1.256702	50	50	0.500000	1.000000	1.000000
5_2_anc_ext_A_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov	sov	SV	APV	100	0.990000	1.167553	50	50	0.500000	0.980000	1.000000
5_2_anc_ext_A_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov	sov	SV	APV	100	1.000000	1.245278	50	50	0.500000	1.000000	1.000000
5_2_anc_ext_A_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov	sov	SV	APV	100	1.000000	1.357708	50	50	0.500000	1.000000	1.000000
5_2_anc_ext_A_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov	sov	SV	APV	100	1.000000	1.258224	50	50	0.500000	1.000000	1.000000
5_2_anc_ext_A_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov	sov	SV	APV	100	1.000000	1.201473	50	50	0.500000	1.000000	1.000000
5_2_anc_ext_A_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov	sov	SV	APV	100	0.410000	-0.060273	24	76	0.240000	0.125000	0.500000
5_2_anc_ext_A_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs	ovs	VS	PVA	100	0.550000	0.078757	0	100	0.000000		0.550000
5_2_anc_ext_A_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos	vos	VS	AVP	100	0.800000	0.398072	0	100	0.000000		0.800000
5_2_anc_ext_A_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs	ovs	VS	PVA	100	0.710000	0.262762	0	100	0.000000		0.710000
5_2_anc_ext_A_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov	sov	SV	APV	100	0.550000	0.083740	24	76	0.240000	0.416667	0.592105
5_2_anc_ext_A_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs	ovs	VS	PVA	100	0.500000	0.002574	0	100	0.000000		0.500000
5_2_anc_ext_A_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos	vos	VS	AVP	100	0.780000	0.301518	0	100	0.000000		0.780000
5_2_anc_ext_A_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs	ovs	VS	PVA	100	0.790000	0.351977	0	100	0.000000		0.790000
5_2_anc_ext_A_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov	sov	SV	APV	100	0.990000	1.590251	12	88	0.120000	0.916667	1.000000
5_2_anc_ext_A_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs	ovs	VS	PVA	100	1.000000	1.569147	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos	vos	VS	AVP	100	1.000000	1.539901	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs	ovs	VS	PVA	100	1.000000	1.392459	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov	sov	SV	APV	100	1.000000	1.507272	12	88	0.120000	1.000000	1.000000
5_2_anc_ext_A_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs	ovs	VS	PVA	100	1.000000	1.697207	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos	vos	VS	AVP	100	1.000000	1.459960	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs	ovs	VS	PVA	100	1.000000	1.410564	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo	svo	SV	AVP	100	0.730000	0.245759	0	100	0.000000		0.730000
5_2_anc_ext_A_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	100	0.820000	0.284441	0	100	0.000000		0.820000
5_2_anc_ext_A_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	100	0.830000	0.365577	0	100	0.000000		0.830000
5_2_anc_ext_A_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	100	0.900000	0.519731	0	100	0.000000		0.900000
5_2_anc_ext_A_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	svo	SV	AVP	100	0.640000	0.144299	0	100	0.000000		0.640000
5_2_anc_ext_A_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	100	0.750000	0.221968	0	100	0.000000		0.750000
5_2_anc_ext_A_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	100	0.750000	0.245384	0	100	0.000000		0.750000
5_2_anc_ext_A_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	100	0.670000	0.216926	0	100	0.000000		0.670000
5_2_anc_ext_A_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	svo	SV	AVP	100	0.980000	1.950422	0	100	0.000000		0.980000
5_2_anc_ext_A_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	100	1.000000	2.123933	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	100	1.000000	2.242472	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	100	1.000000	2.012408	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	svo	SV	AVP	100	0.940000	1.638135	0	100	0.000000		0.940000
5_2_anc_ext_A_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	100	1.000000	1.781930	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	100	1.000000	2.147742	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	100	1.000000	1.650133	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	svo	SV	AVP	100	0.770000	0.242322	24	76	0.240000	0.500000	0.855263
5_2_anc_ext_A_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	100	0.890000	0.390385	0	100	0.000000		0.890000
5_2_anc_ext_A_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	100	0.950000	0.488522	0	100	0.000000		0.950000
5_2_anc_ext_A_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	100	1.000000	0.636879	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	svo	SV	AVP	100	0.730000	0.228222	24	76	0.240000	0.583333	0.776316
5_2_anc_ext_A_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	vos	VS	VPA	100	0.910000	0.306561	0	100	0.000000		0.910000
5_2_anc_ext_A_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	vos	VS	VPA	100	1.000000	0.595348	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	vos	VS	VPA	100	1.000000	0.447635	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	svo	SV	AVP	100	0.950000	1.760740	12	88	0.120000	0.833333	0.965909
5_2_anc_ext_A_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	vos	VS	VPA	100	1.000000	2.263862	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	vos	VS	VPA	100	1.000000	2.080566	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	vos	VS	VPA	100	1.000000	1.915796	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	svo	SV	AVP	100	0.890000	1.663326	12	88	0.120000	0.750000	0.909091
5_2_anc_ext_A_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	vos	VS	VPA	100	1.000000	1.927312	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	vos	VS	VPA	100	1.000000	1.466420	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	vos	VS	VPA	100	1.000000	1.789421	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	vos	VS	VPA	100	0.300000	-0.176381	24	76	0.240000	0.083333	0.368421
5_2_anc_ext_A_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	100	0.540000	0.016494	0	100	0.000000		0.540000
5_2_anc_ext_A_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	100	0.780000	0.734190	0	100	0.000000		0.780000
5_2_anc_ext_A_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	100	0.610000	0.443807	0	100	0.000000		0.610000
5_2_anc_ext_A_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	vos	VS	VPA	100	0.400000	0.015716	24	76	0.240000	0.166667	0.473684
5_2_anc_ext_A_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	100	0.630000	0.297740	0	100	0.000000		0.630000
5_2_anc_ext_A_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	100	0.780000	0.647119	0	100	0.000000		0.780000
5_2_anc_ext_A_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	100	0.780000	0.590715	0	100	0.000000		0.780000
5_2_anc_ext_A_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	vos	VS	VPA	100	0.930000	1.431638	12	88	0.120000	0.416667	1.000000
5_2_anc_ext_A_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	100	0.970000	1.310256	0	100	0.000000		0.970000
5_2_anc_ext_A_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	100	0.990000	1.459009	0	100	0.000000		0.990000
5_2_anc_ext_A_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	100	0.990000	1.259585	0	100	0.000000		0.990000
5_2_anc_ext_A_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	vos	VS	VPA	100	0.970000	1.364147	12	88	0.120000	0.750000	1.000000
5_2_anc_ext_A_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	100	0.990000	1.408364	0	100	0.000000		0.990000
5_2_anc_ext_A_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	100	0.900000	1.420394	0	100	0.000000		0.900000
5_2_anc_ext_A_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	100	1.000000	1.310903	0	100	0.000000		1.000000
5_2_anc_ext_A_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	vos	VS	VPA	100	0.330000	-0.173099	24	76	0.240000	0.291667	0.342105
5_2_anc_ext_A_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	100	0.450000	-0.106313	0	100	0.000000		0.450000
5_2_anc_ext_A_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	100	0.400000	0.062519	0	100	0.000000		0.400000
5_2_anc_ext_A_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	100	0.510000	0.166816	0	100	0.000000		0.510000
5_2_anc_ext_A_marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	vos	VS	VPA	100	0.510000	0.064102	24	76	0.240000	0.250000	0.592105
5_2_anc_ext_A_marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	vos	VS	VPA	100	0.690000	0.184241	0	100	0.000000		0.690000
5_2_anc_ext_A_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	vos	VS	VPA	100	0.530000	0.204100	0	100	0.000000		0.530000
5_2_anc_ext_A_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	vos	VS	VPA	100	0.610000	0.245501	0	100	0.000000		0.610000
